score_id,user_id,score,week_start_date
292,285,93.56,2026-03-09
293,285,68.88,2026-03-16
294,285,90.99,2026-03-23
295,285,90.84,2026-03-30
296,285,42.4,2026-04-06
297,286,24.67,2026-02-16
298,286,58.84,2026-02-23
299,286,72.16,2026-03-02
300,286,92.99,2026-03-09
301,286,61.34,2026-03-16
302,286,32.87,2026-03-23
303,286,40.95,2026-03-30
304,286,56.21,2026-04-06
305,287,27.21,2026-02-16
306,287,99.49,2026-02-23
307,287,25.8,2026-03-02
308,287,95.33,2026-03-09
309,287,63.38,2026-03-16
310,287,94.5,2026-03-23
311,287,81.79,2026-03-30
312,287,20.5,2026-04-06
313,288,25.27,2026-02-16
314,288,82.9,2026-02-23
315,288,95.44,2026-03-02
316,288,71.32,2026-03-09
317,288,80.24,2026-03-16
318,288,24.72,2026-03-23
319,288,29.29,2026-03-30
320,288,49.74,2026-04-06
321,289,20.08,2026-02-16
322,289,34.24,2026-02-23
323,289,57.11,2026-03-02
324,289,84.58,2026-03-09
325,289,98.48,2026-03-16
326,289,72.55,2026-03-23
327,289,45.2,2026-03-30
328,289,54.19,2026-04-06
329,290,79.8,2026-02-16
330,290,23.49,2026-02-23
331,290,49.02,2026-03-02
332,290,95.76,2026-03-09
333,290,88.98,2026-03-16
334,290,55.25,2026-03-23
335,290,85.67,2026-03-30
336,290,30.89,2026-04-06
337,291,23.51,2026-02-16
338,291,56.99,2026-02-23
339,291,84.77,2026-03-02
340,291,67.49,2026-03-09
341,291,74.44,2026-03-16
342,291,20.37,2026-03-23
343,291,58.71,2026-03-30
344,291,92.48,2026-04-06
345,292,86.4,2026-02-16
346,292,72.29,2026-02-23
347,292,90.18,2026-03-02
348,292,65.92,2026-03-09
349,292,44.98,2026-03-16
350,292,76.91,2026-03-23
351,292,75.93,2026-03-30
352,292,38.16,2026-04-06
353,293,71.67,2026-02-16
354,293,83.8,2026-02-23
355,293,61.75,2026-03-02
356,293,53.06,2026-03-09
357,293,64.43,2026-03-16
358,293,37.07,2026-03-23
359,293,88.6,2026-03-30
360,293,47.57,2026-04-06
361,294,67.61,2026-02-16
362,294,42.32,2026-02-23
363,294,57.78,2026-03-02
364,294,29.25,2026-03-09
365,294,86.91,2026-03-16
366,294,27.05,2026-03-23
367,294,69.95,2026-03-30
368,294,77.68,2026-04-06
369,295,94.06,2026-02-16
370,295,98.19,2026-02-23
371,295,36.17,2026-03-02
372,295,44.87,2026-03-09
373,295,63.07,2026-03-16
374,295,37.06,2026-03-23
375,295,81.64,2026-03-30
376,295,81.88,2026-04-06
377,296,22.84,2026-02-16
378,296,46.58,2026-02-23
379,296,32.3,2026-03-02
380,296,81.97,2026-03-09
381,296,73.12,2026-03-16
382,296,52.26,2026-03-23
383,296,74.77,2026-03-30
384,296,25.5,2026-04-06
385,297,91.39,2026-02-16
386,297,37.07,2026-02-23
387,297,90.53,2026-03-02
388,297,83.25,2026-03-09
389,297,48.8,2026-03-16
390,297,40.48,2026-03-23
391,297,81.12,2026-03-30
392,297,85.91,2026-04-06
393,298,46.99,2026-02-16
394,298,93.47,2026-02-23
395,298,53.65,2026-03-02
396,298,24.84,2026-03-09
397,298,88.96,2026-03-16
398,298,98.32,2026-03-23
399,298,54.83,2026-03-30
400,298,79.63,2026-04-06
401,299,55.82,2026-02-16
402,299,67.06,2026-02-23
403,299,37.52,2026-03-02
404,299,77.42,2026-03-09
405,299,40.11,2026-03-16
406,299,43.97,2026-03-23
407,299,63.36,2026-03-30
408,299,35.62,2026-04-06
409,300,44.29,2026-02-16
410,300,34.15,2026-02-23
411,300,84.02,2026-03-02
412,300,50.61,2026-03-09
413,300,98.51,2026-03-16
414,300,92.62,2026-03-23
415,300,97.52,2026-03-30
416,300,43.83,2026-04-06
417,301,93.2,2026-02-16
418,301,63.22,2026-02-23
419,301,46.47,2026-03-02
420,301,24.25,2026-03-09
421,301,85.3,2026-03-16
422,301,94.16,2026-03-23
423,301,76.38,2026-03-30
424,301,51.48,2026-04-06
425,302,55.92,2026-02-16
426,302,46.85,2026-02-23
427,302,26.4,2026-03-02
428,302,96.87,2026-03-09
429,302,32.76,2026-03-16
430,302,65.17,2026-03-23
431,302,78.33,2026-03-30
432,302,20.78,2026-04-06
433,303,22.72,2026-02-16
434,303,94.95,2026-02-23
435,303,92.19,2026-03-02
436,303,45.96,2026-03-09
437,303,23.4,2026-03-16
438,303,70.32,2026-03-23
439,303,44.76,2026-03-30
440,303,22.2,2026-04-06
441,304,99.21,2026-02-16
442,304,28.14,2026-02-23
443,304,38.69,2026-03-02
444,304,96.08,2026-03-09
445,304,99.74,2026-03-16
446,304,57.02,2026-03-23
447,304,60.6,2026-03-30
448,304,51.03,2026-04-06
449,305,68.08,2026-02-16
450,305,74.93,2026-02-23
451,305,31.39,2026-03-02
452,305,84.44,2026-03-09
453,305,76.33,2026-03-16
454,305,55.61,2026-03-23
455,305,51.13,2026-03-30
456,305,74.94,2026-04-06
457,306,34.17,2026-02-16
458,306,70.71,2026-02-23
459,306,52.49,2026-03-02
460,306,69.68,2026-03-09
461,306,93.55,2026-03-16
462,306,45.21,2026-03-23
463,306,93.59,2026-03-30
464,306,41.44,2026-04-06
465,307,95.24,2026-02-16
466,307,74.61,2026-02-23
467,307,99.86,2026-03-02
468,307,91.44,2026-03-09
469,307,73.35,2026-03-16
470,307,34.58,2026-03-23
471,307,92.09,2026-03-30
472,307,82.79,2026-04-06
473,308,92.01,2026-02-16
474,308,48.59,2026-02-23
475,308,96.96,2026-03-02
476,308,20.85,2026-03-09
477,308,88.79,2026-03-16
478,308,80.76,2026-03-23
479,308,75.97,2026-03-30
480,308,24.06,2026-04-06
481,309,45.56,2026-02-16
482,309,46.98,2026-02-23
483,309,89.03,2026-03-02
484,309,94.44,2026-03-09
485,309,92.52,2026-03-16
486,309,47.76,2026-03-23
487,309,83.84,2026-03-30
488,309,74.91,2026-04-06
489,310,67.06,2026-02-16
490,310,55.21,2026-02-23
491,310,91.25,2026-03-02
492,310,47.18,2026-03-09
493,310,55.04,2026-03-16
494,310,23.51,2026-03-23
495,310,86.78,2026-03-30
496,310,27.99,2026-04-06
497,311,55.44,2026-02-16
498,311,35.3,2026-02-23
499,311,30.33,2026-03-02
500,311,67.6,2026-03-09
501,311,23.96,2026-03-16
502,311,48.31,2026-03-23
503,311,79.45,2026-03-30
504,311,73.93,2026-04-06
505,312,71.51,2026-02-16
506,312,93.08,2026-02-23
507,312,73.31,2026-03-02
508,312,86.34,2026-03-09
509,312,23.85,2026-03-16
510,312,98.61,2026-03-23
511,312,43.03,2026-03-30
512,312,74.2,2026-04-06
513,313,37.3,2026-02-16
514,313,44.32,2026-02-23
515,313,77.71,2026-03-02
516,313,36.26,2026-03-09
517,313,91.78,2026-03-16
518,313,29.48,2026-03-23
519,313,42.19,2026-03-30
520,313,30.08,2026-04-06
521,314,22.51,2026-02-16
522,314,37.16,2026-02-23
523,314,23.65,2026-03-02
524,314,68.93,2026-03-09
525,314,97.78,2026-03-16
526,314,42.74,2026-03-23
527,314,25.76,2026-03-30
528,314,43.99,2026-04-06
529,315,69.07,2026-02-16
530,315,27.5,2026-02-23
531,315,37.71,2026-03-02
532,315,72.32,2026-03-09
533,315,90.44,2026-03-16
534,315,69.33,2026-03-23
535,315,33.94,2026-03-30
536,315,63.64,2026-04-06
537,316,47.69,2026-02-16
538,316,80.0,2026-02-23
539,316,92.74,2026-03-02
540,316,74.88,2026-03-09
541,316,47.24,2026-03-16
542,316,23.66,2026-03-23
543,316,51.03,2026-03-30
544,316,22.66,2026-04-06
545,317,52.6,2026-02-16
546,317,58.95,2026-02-23
547,317,95.25,2026-03-02
548,317,21.04,2026-03-09
549,317,21.54,2026-03-16
550,317,65.7,2026-03-23
551,317,95.43,2026-03-30
552,317,92.71,2026-04-06
553,318,63.8,2026-02-16
554,318,25.9,2026-02-23
555,318,50.95,2026-03-02
556,318,55.14,2026-03-09
557,318,41.02,2026-03-16
558,318,82.26,2026-03-23
559,318,91.64,2026-03-30
560,318,99.69,2026-04-06
561,319,60.08,2026-02-16
562,319,75.55,2026-02-23
563,319,30.02,2026-03-02
564,319,91.18,2026-03-09
565,319,37.42,2026-03-16
566,319,35.51,2026-03-23
567,319,87.86,2026-03-30
568,319,44.54,2026-04-06
569,320,75.91,2026-02-16
570,320,98.92,2026-02-23
571,320,88.95,2026-03-02
572,320,21.64,2026-03-09
573,320,51.41,2026-03-16
574,320,56.68,2026-03-23
575,320,80.7,2026-03-30
576,320,87.72,2026-04-06
577,321,46.73,2026-02-16
578,321,20.64,2026-02-23
579,321,32.85,2026-03-02
580,321,47.84,2026-03-09
581,321,20.88,2026-03-16
582,321,59.46,2026-03-23
583,321,98.83,2026-03-30
584,321,45.05,2026-04-06
585,322,30.4,2026-02-16
586,322,51.29,2026-02-23
587,322,42.87,2026-03-02
588,322,56.75,2026-03-09
589,322,40.38,2026-03-16
590,322,66.57,2026-03-23
591,322,70.22,2026-03-30
592,322,72.92,2026-04-06
593,323,65.81,2026-02-16
594,323,82.33,2026-02-23
595,323,37.51,2026-03-02
596,323,37.71,2026-03-09
597,323,46.48,2026-03-16
598,323,27.62,2026-03-23
599,323,21.22,2026-03-30
600,323,83.0,2026-04-06
601,324,65.71,2026-02-16
602,324,71.45,2026-02-23
603,324,91.39,2026-03-02
604,324,87.11,2026-03-09
605,324,23.71,2026-03-16
606,324,39.54,2026-03-23
607,324,70.98,2026-03-30
608,324,96.73,2026-04-06
609,325,64.46,2026-02-16
610,325,53.12,2026-02-23
611,325,40.26,2026-03-02
612,325,21.12,2026-03-09
613,325,90.91,2026-03-16
614,325,29.33,2026-03-23
615,325,50.72,2026-03-30
616,325,55.53,2026-04-06
617,326,83.57,2026-02-16
618,326,69.3,2026-02-23
619,326,20.52,2026-03-02
620,326,91.71,2026-03-09
621,326,46.76,2026-03-16
622,326,98.02,2026-03-23
623,326,92.97,2026-03-30
624,326,46.73,2026-04-06
625,327,90.12,2026-02-16
626,327,65.01,2026-02-23
627,327,83.2,2026-03-02
628,327,63.44,2026-03-09
629,327,45.86,2026-03-16
630,327,65.25,2026-03-23
631,327,34.89,2026-03-30
632,327,33.68,2026-04-06
633,328,78.96,2026-02-16
634,328,81.69,2026-02-23
635,328,44.93,2026-03-02
636,328,51.62,2026-03-09
637,328,38.48,2026-03-16
638,328,87.45,2026-03-23
639,328,53.53,2026-03-30
640,328,84.33,2026-04-06
641,329,34.33,2026-02-16
642,329,20.68,2026-02-23
643,329,75.54,2026-03-02
644,329,56.61,2026-03-09
645,329,48.3,2026-03-16
646,329,34.92,2026-03-23
647,329,40.47,2026-03-30
648,329,98.66,2026-04-06
649,330,91.19,2026-02-16
650,330,75.59,2026-02-23
651,330,30.09,2026-03-02
652,330,92.59,2026-03-09
653,330,29.16,2026-03-16
654,330,84.09,2026-03-23
655,330,87.35,2026-03-30
656,330,38.05,2026-04-06
657,331,80.15,2026-02-16
658,331,20.49,2026-02-23
659,331,35.12,2026-03-02
660,331,76.03,2026-03-09
661,331,33.46,2026-03-16
662,331,71.76,2026-03-23
663,331,68.64,2026-03-30
664,331,72.82,2026-04-06
665,332,25.4,2026-02-16
666,332,92.55,2026-02-23
667,332,61.95,2026-03-02
668,332,29.96,2026-03-09
669,332,65.83,2026-03-16
670,332,59.11,2026-03-23
671,332,20.34,2026-03-30
672,332,49.28,2026-04-06
673,333,27.56,2026-02-16
674,333,28.51,2026-02-23
675,333,28.97,2026-03-02
676,333,54.92,2026-03-09
677,333,62.84,2026-03-16
678,333,46.59,2026-03-23
679,333,64.05,2026-03-30
680,333,78.43,2026-04-06
681,334,90.46,2026-02-16
682,334,65.52,2026-02-23
683,334,57.1,2026-03-02
684,334,97.82,2026-03-09
685,334,33.4,2026-03-16
686,334,75.26,2026-03-23
687,334,50.54,2026-03-30
688,334,61.34,2026-04-06
689,335,76.71,2026-02-16
690,335,80.03,2026-02-23
691,335,81.85,2026-03-02
692,335,93.37,2026-03-09
693,335,58.3,2026-03-16
694,335,81.25,2026-03-23
695,335,75.95,2026-03-30
696,335,88.65,2026-04-06
697,336,25.37,2026-02-16
698,336,98.33,2026-02-23
699,336,68.69,2026-03-02
700,336,32.37,2026-03-09
701,336,92.69,2026-03-16
702,336,58.37,2026-03-23
703,336,33.79,2026-03-30
704,336,60.73,2026-04-06
705,337,46.54,2026-02-16
706,337,90.57,2026-02-23
707,337,89.3,2026-03-02
708,337,72.59,2026-03-09
709,337,99.63,2026-03-16
710,337,31.05,2026-03-23
711,337,77.79,2026-03-30
712,337,58.14,2026-04-06
713,338,20.1,2026-02-16
714,338,34.21,2026-02-23
715,338,37.1,2026-03-02
716,338,43.56,2026-03-09
717,338,30.2,2026-03-16
718,338,94.13,2026-03-23
719,338,98.35,2026-03-30
720,338,30.82,2026-04-06
721,339,95.64,2026-02-16
722,339,24.73,2026-02-23
723,339,27.09,2026-03-02
724,339,42.3,2026-03-09
725,339,98.99,2026-03-16
726,339,72.39,2026-03-23
727,339,78.49,2026-03-30
728,339,93.96,2026-04-06
729,340,88.82,2026-02-16
730,340,79.82,2026-02-23
731,340,25.28,2026-03-02
732,340,97.92,2026-03-09
733,340,96.52,2026-03-16
734,340,66.18,2026-03-23
735,340,76.84,2026-03-30
736,340,76.09,2026-04-06
737,341,73.85,2026-02-16
738,341,78.86,2026-02-23
739,341,78.78,2026-03-02
740,341,30.21,2026-03-09
741,341,70.72,2026-03-16
742,341,98.29,2026-03-23
743,341,42.16,2026-03-30
744,341,77.15,2026-04-06
745,342,31.94,2026-02-16
746,342,88.19,2026-02-23
747,342,30.45,2026-03-02
748,342,55.11,2026-03-09
749,342,48.73,2026-03-16
750,342,94.43,2026-03-23
751,342,75.64,2026-03-30
752,342,28.26,2026-04-06
753,343,49.83,2026-02-16
754,343,35.52,2026-02-23
755,343,91.88,2026-03-02
756,343,80.74,2026-03-09
757,343,60.27,2026-03-16
758,343,53.43,2026-03-23
759,343,90.91,2026-03-30
760,343,52.57,2026-04-06
761,344,51.67,2026-02-16
762,344,20.23,2026-02-23
763,344,98.75,2026-03-02
764,344,24.6,2026-03-09
765,344,77.22,2026-03-16
766,344,67.59,2026-03-23
767,344,94.79,2026-03-30
768,344,55.2,2026-04-06
769,345,56.77,2026-02-16
770,345,51.83,2026-02-23
771,345,66.76,2026-03-02
772,345,68.89,2026-03-09
773,345,37.94,2026-03-16
774,345,81.43,2026-03-23
775,345,74.7,2026-03-30
776,345,72.14,2026-04-06
777,346,99.25,2026-02-16
778,346,27.17,2026-02-23
779,346,74.61,2026-03-02
780,346,85.04,2026-03-09
781,346,98.26,2026-03-16
782,346,25.92,2026-03-23
783,346,43.88,2026-03-30
784,346,89.22,2026-04-06
785,347,23.27,2026-02-16
786,347,95.59,2026-02-23
787,347,66.56,2026-03-02
788,347,96.46,2026-03-09
789,347,37.45,2026-03-16
790,347,95.53,2026-03-23
791,347,22.33,2026-03-30
792,347,39.84,2026-04-06
793,348,97.23,2026-02-16
794,348,63.3,2026-02-23
795,348,42.07,2026-03-02
796,348,69.61,2026-03-09
797,348,51.35,2026-03-16
798,348,32.07,2026-03-23
799,348,26.49,2026-03-30
800,348,89.49,2026-04-06
